kernelversion,contributor,value,Percentage
Linux-2.6.37(2011-01-04),Barco,1,0.01
Linux-2.6.37(2011-01-04),USI,1,0.01
Linux-2.6.37(2011-01-04),Mobile Devices Ingenierie,1,0.01
Linux-2.6.37(2011-01-04),Applied Micro,1,0.01
Linux-2.6.37(2011-01-04),EmCraft Systems,1,0.01
Linux-2.6.37(2011-01-04),Auerswald,1,0.01
Linux-2.6.37(2011-01-04),Elliptic Technologies,1,0.01
Linux-2.6.37(2011-01-04),Sensoray,1,0.01
Linux-2.6.37(2011-01-04),Logitech,1,0.01
Linux-2.6.37(2011-01-04),Polytechnique Montreal,1,0.01
Linux-2.6.37(2011-01-04),Unilogic Networks B.V.,1,0.01
Linux-2.6.37(2011-01-04),PARROT S.A.,1,0.01
Linux-2.6.37(2011-01-04),REA Systems GmbH,1,0.01
Linux-2.6.37(2011-01-04),RealVNC Limited,1,0.01
Linux-2.6.37(2011-01-04),Boeing,1,0.01
Linux-2.6.37(2011-01-04),Avionic Design Development GmbH,1,0.01
Linux-2.6.37(2011-01-04),BitBox Ltd,1,0.01
Linux-2.6.37(2011-01-04),NTT Data,1,0.01
Linux-2.6.37(2011-01-04),Selenic Consulting,1,0.01
Linux-2.6.37(2011-01-04),Develer S.r.l.,1,0.01
Linux-2.6.37(2011-01-04),Nuvoton Technology,1,0.01
Linux-2.6.37(2011-01-04),Motorola,1,0.01
Linux-2.6.37(2011-01-04),Huawei,1,0.01
Linux-2.6.37(2011-01-04),Cadence Design Systems,1,0.01
Linux-2.6.37(2011-01-04),Edesix Ltd,1,0.01
Linux-2.6.37(2011-01-04),STRATO,1,0.01
Linux-2.6.37(2011-01-04),Digital Design,1,0.01
Linux-2.6.37(2011-01-04),Option,1,0.01
Linux-2.6.37(2011-01-04),Voltaire,1,0.01
Linux-2.6.37(2011-01-04),Virtual Computer,1,0.01
Linux-2.6.37(2011-01-04),XMission,1,0.01
Linux-2.6.37(2011-01-04),6WIND,1,0.01
Linux-2.6.37(2011-01-04),Wytron Technology,1,0.01
Linux-2.6.37(2011-01-04),taskit,1,0.01
Linux-2.6.37(2011-01-04),EADS,1,0.01
Linux-2.6.37(2011-01-04),Frontier,1,0.01
Linux-2.6.37(2011-01-04),Bootlin,1,0.01
Linux-2.6.37(2011-01-04),Syn-Tech Systems,1,0.01
Linux-2.6.37(2011-01-04),SDG Systems,1,0.01
Linux-2.6.36(2010-10-20),Hobbyists,1572,16.55
Linux-2.6.36(2010-10-20),Red Hat,1140,12.0
Linux-2.6.36(2010-10-20),Intel,850,8.95
Linux-2.6.36(2010-10-20),Novell,457,4.81
Linux-2.6.36(2010-10-20),Unknown,443,4.66
Linux-2.6.36(2010-10-20),IBM,347,3.65
Linux-2.6.36(2010-10-20),Academics,208,2.19
Linux-2.6.36(2010-10-20),Nokia,190,2.0
Linux-2.6.36(2010-10-20),Texas Instruments,185,1.95
Linux-2.6.36(2010-10-20),Samsung,182,1.92
Linux-2.6.36(2010-10-20),Openwall,160,1.68
Linux-2.6.36(2010-10-20),Fujitsu,154,1.62
Linux-2.6.36(2010-10-20),NTT,153,1.61
Linux-2.6.36(2010-10-20),Pengutronix,147,1.55
Linux-2.6.36(2010-10-20),AMD,138,1.45
Linux-2.6.36(2010-10-20),Google,129,1.36
Linux-2.6.36(2010-10-20),QUALCOMM,115,1.21
Linux-2.6.36(2010-10-20),Consultants,108,1.14
Linux-2.6.36(2010-10-20),QLogic,108,1.14
Linux-2.6.36(2010-10-20),Oracle,107,1.13
Linux-2.6.36(2010-10-20),HP,102,1.07
Linux-2.6.36(2010-10-20),Analog Devices,101,1.06
Linux-2.6.36(2010-10-20),Canonical,91,0.96
Linux-2.6.36(2010-10-20),ST-Ericsson,90,0.95
Linux-2.6.36(2010-10-20),Broadcom,86,0.91
Linux-2.6.36(2010-10-20),Renesas Electronics,85,0.89
Linux-2.6.36(2010-10-20),New Dream Network,63,0.66
Linux-2.6.36(2010-10-20),OpenWrt,61,0.64
Linux-2.6.36(2010-10-20),ProFUSION,61,0.64
Linux-2.6.36(2010-10-20),Emulex,55,0.58
Linux-2.6.36(2010-10-20),Citrix,54,0.57
Linux-2.6.36(2010-10-20),Secret Lab,54,0.57
Linux-2.6.36(2010-10-20),Cisco,53,0.56
Linux-2.6.36(2010-10-20),PetaLogix,52,0.55
Linux-2.6.36(2010-10-20),Eukrea Electromatique,50,0.53
Linux-2.6.36(2010-10-20),AXIS,50,0.53
Linux-2.6.36(2010-10-20),NetApp,48,0.51
Linux-2.6.36(2010-10-20),Astaro,46,0.48
Linux-2.6.36(2010-10-20),Linaro,45,0.47
Linux-2.6.36(2010-10-20),Wolfson Microelectronics,44,0.46
Linux-2.6.36(2010-10-20),Chelsio,44,0.46
Linux-2.6.36(2010-10-20),Cavium,41,0.43
Linux-2.6.36(2010-10-20),Solarflare Communications,40,0.42
Linux-2.6.36(2010-10-20),Atomide,35,0.37
Linux-2.6.36(2010-10-20),Linux Foundation,34,0.36
Linux-2.6.36(2010-10-20),Code Aurora Forum,33,0.35
Linux-2.6.36(2010-10-20),Tilera,33,0.35
Linux-2.6.36(2010-10-20),"Rowland Institute, Harvard",33,0.35
Linux-2.6.36(2010-10-20),Nuvoton Technology,32,0.34
Linux-2.6.36(2010-10-20),MontaVista,30,0.32
Linux-2.6.36(2010-10-20),LSI,30,0.32
Linux-2.6.36(2010-10-20),Brocade,24,0.25
Linux-2.6.36(2010-10-20),ARM,23,0.24
Linux-2.6.36(2010-10-20),caiaq,20,0.21
Linux-2.6.36(2010-10-20),NEC,20,0.21
Linux-2.6.36(2010-10-20),DENX Software Engineering,19,0.2
Linux-2.6.36(2010-10-20),Linutronix,19,0.2
Linux-2.6.36(2010-10-20),SGI,19,0.2
Linux-2.6.36(2010-10-20),Freescale,19,0.2
Linux-2.6.36(2010-10-20),SIMTEC,19,0.2
Linux-2.6.36(2010-10-20),Vyatta,18,0.19
Linux-2.6.36(2010-10-20),Marvell,18,0.19
Linux-2.6.36(2010-10-20),secunet Security Networks AG,18,0.19
Linux-2.6.36(2010-10-20),Tk Open Systems,17,0.18
Linux-2.6.36(2010-10-20),Ericsson,17,0.18
Linux-2.6.36(2010-10-20),Corscience GmbH & Co.,16,0.17
Linux-2.6.36(2010-10-20),VMWare,16,0.17
Linux-2.6.36(2010-10-20),Parallels,14,0.15
Linux-2.6.36(2010-10-20),Collabora,14,0.15
Linux-2.6.36(2010-10-20),NXP,14,0.15
Linux-2.6.36(2010-10-20),Ideas on board,14,0.15
Linux-2.6.36(2010-10-20),Fusion-io,14,0.15
Linux-2.6.36(2010-10-20),CompuLab,13,0.14
Linux-2.6.36(2010-10-20),VSR,13,0.14
Linux-2.6.36(2010-10-20),Mandriva,12,0.13
Linux-2.6.36(2010-10-20),Hitachi,12,0.13
Linux-2.6.36(2010-10-20),Open Grid Computing,11,0.12
Linux-2.6.36(2010-10-20),South Pole AB,10,0.11
Linux-2.6.36(2010-10-20),Panasas,10,0.11
Linux-2.6.36(2010-10-20),AudioScience,10,0.11
Linux-2.6.36(2010-10-20),Nixu Oy,10,0.11
Linux-2.6.36(2010-10-20),XMission,9,0.09
Linux-2.6.36(2010-10-20),MEV Limited,9,0.09
Linux-2.6.36(2010-10-20),Atmel,8,0.08
Linux-2.6.36(2010-10-20),Debian,8,0.08
Linux-2.6.36(2010-10-20),Bitmer,8,0.08
Linux-2.6.36(2010-10-20),ACM,8,0.08
Linux-2.6.36(2010-10-20),TekSavvy Solutions Inc.,8,0.08
Linux-2.6.36(2010-10-20),OMICRON electronics,7,0.07
Linux-2.6.36(2010-10-20),EXAR,7,0.07
Linux-2.6.36(2010-10-20),LaCie,7,0.07
Linux-2.6.36(2010-10-20),Develer S.r.l.,7,0.07
Linux-2.6.36(2010-10-20),Bluewater Systems,6,0.06
Linux-2.6.36(2010-10-20),Pelagicore AB,6,0.06
Linux-2.6.36(2010-10-20),GNU,6,0.06
Linux-2.6.36(2010-10-20),6WIND,6,0.06
Linux-2.6.36(2010-10-20),Microsoft,6,0.06
Linux-2.6.36(2010-10-20),Orcon Internet,6,0.06
Linux-2.6.36(2010-10-20),Bluecherry,5,0.05
Linux-2.6.36(2010-10-20),U.S. Naval Research Laboratory,5,0.05
Linux-2.6.36(2010-10-20),0xlab,5,0.05
Linux-2.6.36(2010-10-20),STMicroelectronics,5,0.05
Linux-2.6.36(2010-10-20),Fixstars Technologies,5,0.05
Linux-2.6.36(2010-10-20),Motorola,4,0.04
Linux-2.6.36(2010-10-20),BTICINO,4,0.04
Linux-2.6.36(2010-10-20),XS4ALL Internet bv,4,0.04
Linux-2.6.36(2010-10-20),Barco,4,0.04
Linux-2.6.36(2010-10-20),DELL,4,0.04
Linux-2.6.36(2010-10-20),VA LINUX,4,0.04
Linux-2.6.36(2010-10-20),NVIDIA,4,0.04
Linux-2.6.36(2010-10-20),Realtek,3,0.03
Linux-2.6.36(2010-10-20),Akamai,3,0.03
Linux-2.6.36(2010-10-20),Sophos,3,0.03
Linux-2.6.36(2010-10-20),Holoscopio Tech.,3,0.03
Linux-2.6.36(2010-10-20),Voltaire,3,0.03
Linux-2.6.36(2010-10-20),Toshiba Computer,3,0.03
Linux-2.6.36(2010-10-20),DEKA,3,0.03
Linux-2.6.36(2010-10-20),LinBit,3,0.03
Linux-2.6.36(2010-10-20),Vision Systems,3,0.03
Linux-2.6.36(2010-10-20),emlix Gmbh,3,0.03
Linux-2.6.36(2010-10-20),OLPC,3,0.03
Linux-2.6.36(2010-10-20),PARROT S.A.,2,0.02
Linux-2.6.36(2010-10-20),"Micrel, Inc.",2,0.02
Linux-2.6.36(2010-10-20),Option,2,0.02
Linux-2.6.36(2010-10-20),UNICUS,2,0.02
Linux-2.6.36(2010-10-20),Areca,2,0.02
Linux-2.6.36(2010-10-20),NextIO,2,0.02
Linux-2.6.36(2010-10-20),Highload,2,0.02
Linux-2.6.36(2010-10-20),Applied Micro,2,0.02
Linux-2.6.36(2010-10-20),Volkswagen,2,0.02
Linux-2.6.36(2010-10-20),Digital Design,2,0.02
Linux-2.6.36(2010-10-20),Los Alamos National Laboratory,2,0.02
Linux-2.6.36(2010-10-20),EmCraft Systems,2,0.02
Linux-2.6.36(2010-10-20),Silicon Turnkey Express,2,0.02
Linux-2.6.36(2010-10-20),Evidence Srl,2,0.02
Linux-2.6.36(2010-10-20),Loongson,2,0.02
Linux-2.6.36(2010-10-20),IDT,2,0.02
Linux-2.6.36(2010-10-20),Lundinova AB,2,0.02
Linux-2.6.36(2010-10-20),Telemotive AG,2,0.02
Linux-2.6.36(2010-10-20),Apple,2,0.02
Linux-2.6.36(2010-10-20),Trend Micro,2,0.02
Linux-2.6.36(2010-10-20),LWN,2,0.02
Linux-2.6.36(2010-10-20),Bay,2,0.02
Linux-2.6.36(2010-10-20),RealVNC Limited,2,0.02
Linux-2.6.36(2010-10-20),Racelogic,2,0.02
Linux-2.6.36(2010-10-20),DiBcom,2,0.02
Linux-2.6.36(2010-10-20),Imagination Technologies,2,0.02
Linux-2.6.36(2010-10-20),Mellanox Technologies,1,0.01
Linux-2.6.36(2010-10-20),EADS,1,0.01
Linux-2.6.36(2010-10-20),EfficiOS Inc.,1,0.01
Linux-2.6.36(2010-10-20),Clear Code,1,0.01
Linux-2.6.36(2010-10-20),Océ-Technologies B.V.,1,0.01
Linux-2.6.36(2010-10-20),O.S. Systems Software Ltda.,1,0.01
Linux-2.6.36(2010-10-20),Loadbalancer.org Ltd.,1,0.01
Linux-2.6.36(2010-10-20),Wacom,1,0.01
Linux-2.6.36(2010-10-20),EFJohnson Technologies,1,0.01
Linux-2.6.36(2010-10-20),Extricom,1,0.01
Linux-2.6.36(2010-10-20),General Electric,1,0.01
Linux-2.6.36(2010-10-20),Logic Supply,1,0.01
Linux-2.6.36(2010-10-20),Alcatel-Lucent,1,0.01
Linux-2.6.36(2010-10-20),Lamprey Networks,1,0.01
Linux-2.6.36(2010-10-20),Freebox,1,0.01
Linux-2.6.36(2010-10-20),BelDisplayTech,1,0.01
Linux-2.6.36(2010-10-20),CTERA Networks,1,0.01
Linux-2.6.36(2010-10-20),PMC-Sierra,1,0.01
Linux-2.6.36(2010-10-20),Stratus Technologies,1,0.01
Linux-2.6.36(2010-10-20),Cumulus Networks,1,0.01
Linux-2.6.36(2010-10-20),Aava Mobile,1,0.01
Linux-2.6.36(2010-10-20),Siemens,1,0.01
Linux-2.6.36(2010-10-20),Mobile Devices Ingenierie,1,0.01
Linux-2.6.36(2010-10-20),TQ-Systems,1,0.01
Linux-2.6.36(2010-10-20),MaxWit,1,0.01
Linux-2.6.36(2010-10-20),NetUP Inc.,1,0.01
Linux-2.6.36(2010-10-20),Conexant Systems,1,0.01
Linux-2.6.36(2010-10-20),Sensoray,1,0.01
Linux-2.6.36(2010-10-20),Logitech,1,0.01
Linux-2.6.36(2010-10-20),OnLive,1,0.01
Linux-2.6.36(2010-10-20),Katalix Systems,1,0.01
Linux-2.6.36(2010-10-20),CC Computer Consultants,1,0.01
Linux-2.6.36(2010-10-20),ESD Electronics,1,0.01
Linux-2.6.36(2010-10-20),LG Electonics,1,0.01
Linux-2.6.36(2010-10-20),Basler Vision Technologies,1,0.01
Linux-2.6.36(2010-10-20),Thot-Soft 2002,1,0.01
Linux-2.6.36(2010-10-20),PHYTEC,1,0.01
Linux-2.6.36(2010-10-20),Cray,1,0.01
Linux-2.6.36(2010-10-20),Candela Tech.,1,0.01
Linux-2.6.36(2010-10-20),Symas,1,0.01
Linux-2.6.36(2010-10-20),Sphere Systems,1,0.01
Linux-2.6.36(2010-10-20),Cybernetics,1,0.01
Linux-2.6.36(2010-10-20),US National Security Agency,1,0.01
Linux-2.6.36(2010-10-20),LiPPERT Embedded Computers GmbH,1,0.01
Linux-2.6.36(2010-10-20),SMSC,1,0.01
Linux-2.6.36(2010-10-20),Syn-Tech Systems,1,0.01
Linux-2.6.36(2010-10-20),Telecom-Service,1,0.01
Linux-2.6.36(2010-10-20),Synopsys,1,0.01
Linux-2.6.36(2010-10-20),Signal 11,1,0.01
Linux-2.6.36(2010-10-20),Avionic Design Development GmbH,1,0.01
Linux-2.6.36(2010-10-20),Novatel Wireless,1,0.01
Linux-2.6.36(2010-10-20),Navico,1,0.01
Linux-2.6.36(2010-10-20),ChamSys,1,0.01
Linux-2.6.36(2010-10-20),ONELAN,1,0.01
Linux-2.6.36(2010-10-20),Cirrus Logic,1,0.01
Linux-2.6.36(2010-10-20),CSR,1,0.01
Linux-2.6.36(2010-10-20),DTI2,1,0.01
Linux-2.6.36(2010-10-20),Bull SAS,1,0.01
Linux-2.6.36(2010-10-20),Substantiel,1,0.01
Linux-2.6.36(2010-10-20),Rincon Research,1,0.01
Linux-2.6.36(2010-10-20),AOL,1,0.01
Linux-2.6.36(2010-10-20),INRIA,1,0.01
Linux-2.6.36(2010-10-20),Jumpnow,1,0.01
Linux-2.6.36(2010-10-20),Software Systems,1,0.01
Linux-2.6.36(2010-10-20),REA Systems GmbH,1,0.01
Linux-2.6.36(2010-10-20),SUBSTANTIEL SAS,1,0.01
Linux-2.6.36(2010-10-20),Concurrent Computer Corporation,1,0.01
Linux-2.6.35(2010-08-01),Hobbyists,1630,16.63
Linux-2.6.35(2010-08-01),Red Hat,1162,11.86
Linux-2.6.35(2010-08-01),Intel,842,8.59
Linux-2.6.35(2010-08-01),Novell,594,6.06
Linux-2.6.35(2010-08-01),Unknown,505,5.15
Linux-2.6.35(2010-08-01),IBM,331,3.38
Linux-2.6.35(2010-08-01),Academics,256,2.61
Linux-2.6.35(2010-08-01),Nokia,237,2.42
Linux-2.6.35(2010-08-01),QUALCOMM,193,1.97
Linux-2.6.35(2010-08-01),Oracle,191,1.95
Linux-2.6.35(2010-08-01),AMD,184,1.88
Linux-2.6.35(2010-08-01),Texas Instruments,168,1.71
Linux-2.6.35(2010-08-01),Samsung,165,1.68
Linux-2.6.35(2010-08-01),Renesas Electronics,160,1.63
Linux-2.6.35(2010-08-01),Consultants,140,1.43
Linux-2.6.35(2010-08-01),Google,123,1.25
Linux-2.6.35(2010-08-01),Fujitsu,121,1.23
Linux-2.6.35(2010-08-01),Analog Devices,114,1.16
Linux-2.6.35(2010-08-01),SIMTEC,98,1.0
Linux-2.6.35(2010-08-01),NTT,94,0.96
Linux-2.6.35(2010-08-01),New Dream Network,92,0.94
Linux-2.6.35(2010-08-01),QLogic,88,0.9
Linux-2.6.35(2010-08-01),ST-Ericsson,85,0.87
Linux-2.6.35(2010-08-01),Vyatta,75,0.77
Linux-2.6.35(2010-08-01),Lundinova AB,75,0.77
Linux-2.6.35(2010-08-01),Wolfson Microelectronics,72,0.73
Linux-2.6.35(2010-08-01),Parallels,71,0.72
Linux-2.6.35(2010-08-01),CC Computer Consultants,65,0.66
Linux-2.6.35(2010-08-01),NetApp,63,0.64
Linux-2.6.35(2010-08-01),MontaVista,61,0.62
Linux-2.6.35(2010-08-01),Pengutronix,58,0.59
Linux-2.6.35(2010-08-01),ProFUSION,58,0.59
Linux-2.6.35(2010-08-01),Code Aurora Forum,54,0.55
Linux-2.6.35(2010-08-01),OpenWrt,53,0.54
Linux-2.6.35(2010-08-01),Canonical,53,0.54
Linux-2.6.35(2010-08-01),Astaro,52,0.53
Linux-2.6.35(2010-08-01),caiaq,52,0.53
Linux-2.6.35(2010-08-01),Cisco,50,0.51
Linux-2.6.35(2010-08-01),Broadcom,49,0.5
Linux-2.6.35(2010-08-01),LinBit,49,0.5
Linux-2.6.35(2010-08-01),HP,43,0.44
Linux-2.6.35(2010-08-01),LSI,37,0.38
Linux-2.6.35(2010-08-01),XMission,35,0.36
Linux-2.6.35(2010-08-01),ARM,34,0.35
Linux-2.6.35(2010-08-01),Freescale,33,0.34
Linux-2.6.35(2010-08-01),Solarflare Communications,32,0.33
Linux-2.6.35(2010-08-01),LWN,31,0.32
Linux-2.6.35(2010-08-01),Marvell,28,0.29
Linux-2.6.35(2010-08-01),"Rowland Institute, Harvard",27,0.28
Linux-2.6.35(2010-08-01),Debian,24,0.24
Linux-2.6.35(2010-08-01),VMWare,24,0.24
Linux-2.6.35(2010-08-01),DENX Software Engineering,22,0.22
Linux-2.6.35(2010-08-01),SGI,22,0.22
Linux-2.6.35(2010-08-01),STMicroelectronics,22,0.22
Linux-2.6.35(2010-08-01),Emulex,22,0.22
Linux-2.6.35(2010-08-01),Fixstars Technologies,21,0.21
Linux-2.6.35(2010-08-01),Linux Foundation,21,0.21
Linux-2.6.35(2010-08-01),Siemens,20,0.2
Linux-2.6.35(2010-08-01),Secret Lab,20,0.2
Linux-2.6.35(2010-08-01),Linutronix,19,0.19
Linux-2.6.35(2010-08-01),Open Grid Computing,16,0.16
Linux-2.6.35(2010-08-01),Transmode Systems,15,0.15
Linux-2.6.35(2010-08-01),Ideas on board,15,0.15
Linux-2.6.35(2010-08-01),Katalix Systems,14,0.14
Linux-2.6.35(2010-08-01),Atomide,14,0.14
Linux-2.6.35(2010-08-01),Sensoray,14,0.14
Linux-2.6.35(2010-08-01),Alibaba,13,0.13
Linux-2.6.35(2010-08-01),EXAR,13,0.13
Linux-2.6.35(2010-08-01),Solid Boot,13,0.13
Linux-2.6.35(2010-08-01),Mandriva,13,0.13
Linux-2.6.35(2010-08-01),USAGI,12,0.12
Linux-2.6.35(2010-08-01),Cavium,12,0.12
Linux-2.6.35(2010-08-01),Collabora,11,0.11
Linux-2.6.35(2010-08-01),RidgeRun,11,0.11
Linux-2.6.35(2010-08-01),Bitmer,11,0.11
Linux-2.6.35(2010-08-01),secunet Security Networks AG,11,0.11
Linux-2.6.35(2010-08-01),Panasas,11,0.11
Linux-2.6.35(2010-08-01),IDT,11,0.11
Linux-2.6.35(2010-08-01),Nuvoton Technology,9,0.09
Linux-2.6.35(2010-08-01),AudioScience,9,0.09
Linux-2.6.35(2010-08-01),Chelsio,9,0.09
Linux-2.6.35(2010-08-01),Microsoft,9,0.09
Linux-2.6.35(2010-08-01),Fusion-io,9,0.09
Linux-2.6.35(2010-08-01),MEV Limited,8,0.08
Linux-2.6.35(2010-08-01),Pelagicore AB,7,0.07
Linux-2.6.35(2010-08-01),Barco,7,0.07
Linux-2.6.35(2010-08-01),Brocade,7,0.07
Linux-2.6.35(2010-08-01),AXIS,7,0.07
Linux-2.6.35(2010-08-01),Corscience GmbH & Co.,6,0.06
Linux-2.6.35(2010-08-01),Atmel,6,0.06
Linux-2.6.35(2010-08-01),XILINX,6,0.06
Linux-2.6.35(2010-08-01),Wacom,6,0.06
Linux-2.6.35(2010-08-01),CompuLab,6,0.06
Linux-2.6.35(2010-08-01),Basler Vision Technologies,6,0.06
Linux-2.6.35(2010-08-01),Ksplice,5,0.05
Linux-2.6.35(2010-08-01),L&T Infotech,5,0.05
Linux-2.6.35(2010-08-01),Vision Systems,5,0.05
Linux-2.6.35(2010-08-01),ENAC,5,0.05
Linux-2.6.35(2010-08-01),OMICRON electronics,5,0.05
Linux-2.6.35(2010-08-01),General Electric,5,0.05
Linux-2.6.35(2010-08-01),Voltaire,5,0.05
Linux-2.6.35(2010-08-01),Adaptec,5,0.05
Linux-2.6.35(2010-08-01),Miracle Linux,4,0.04
Linux-2.6.35(2010-08-01),Obsidian Research,4,0.04
Linux-2.6.35(2010-08-01),OSADL,4,0.04
Linux-2.6.35(2010-08-01),Ericsson,4,0.04
Linux-2.6.35(2010-08-01),NIIF Institute,4,0.04
Linux-2.6.35(2010-08-01),SlimLogic Ltd,4,0.04
Linux-2.6.35(2010-08-01),EfficiOS Inc.,4,0.04
Linux-2.6.35(2010-08-01),NetUP Inc.,4,0.04
Linux-2.6.35(2010-08-01),Cozybit,3,0.03
Linux-2.6.35(2010-08-01),Realtek,3,0.03
Linux-2.6.35(2010-08-01),Boeing,3,0.03
Linux-2.6.35(2010-08-01),Nixu Oy,3,0.03
Linux-2.6.35(2010-08-01),M&N Solutions,3,0.03
Linux-2.6.35(2010-08-01),OLPC,3,0.03
Linux-2.6.35(2010-08-01),LaCie,3,0.03
Linux-2.6.35(2010-08-01),Holoscopio Tech.,3,0.03
Linux-2.6.35(2010-08-01),Tk Open Systems,3,0.03
Linux-2.6.35(2010-08-01),VirtualLogix,3,0.03
Linux-2.6.35(2010-08-01),NEC,3,0.03
Linux-2.6.35(2010-08-01),SYSGO,3,0.03
Linux-2.6.35(2010-08-01),Citrix,3,0.03
Linux-2.6.35(2010-08-01),Racelogic,3,0.03
Linux-2.6.35(2010-08-01),Eukrea Electromatique,2,0.02
Linux-2.6.35(2010-08-01),emlix Gmbh,2,0.02
Linux-2.6.35(2010-08-01),US National Security Agency,2,0.02
Linux-2.6.35(2010-08-01),Ubuntu,2,0.02
Linux-2.6.35(2010-08-01),taskit,2,0.02
Linux-2.6.35(2010-08-01),Bootlin,2,0.02
Linux-2.6.35(2010-08-01),Motorola,2,0.02
Linux-2.6.35(2010-08-01),Mellanox Technologies,2,0.02
Linux-2.6.35(2010-08-01),Vodafone,2,0.02
Linux-2.6.35(2010-08-01),AlienCamel,2,0.02
Linux-2.6.35(2010-08-01),Logic Supply,2,0.02
Linux-2.6.35(2010-08-01),Telemotive AG,2,0.02
Linux-2.6.35(2010-08-01),Juniper Networks,2,0.02
Linux-2.6.35(2010-08-01),Trend Micro,2,0.02
Linux-2.6.35(2010-08-01),Tieto,2,0.02
Linux-2.6.35(2010-08-01),University of Queensland,2,0.02
Linux-2.6.35(2010-08-01),Signal 11,2,0.02
Linux-2.6.35(2010-08-01),Volkswagen,2,0.02
Linux-2.6.35(2010-08-01),EMA,2,0.02
Linux-2.6.35(2010-08-01),TomTom,2,0.02
Linux-2.6.35(2010-08-01),NewsGuy,2,0.02
Linux-2.6.35(2010-08-01),ARISTA,2,0.02
Linux-2.6.35(2010-08-01),Option,2,0.02
Linux-2.6.35(2010-08-01),Openwall,2,0.02
Linux-2.6.35(2010-08-01),Candela Tech.,2,0.02
Linux-2.6.35(2010-08-01),LiPPERT Embedded Computers GmbH,1,0.01
Linux-2.6.35(2010-08-01),Thinktube Inc.,1,0.01
Linux-2.6.35(2010-08-01),Sierra Wireless,1,0.01
Linux-2.6.35(2010-08-01),HCL,1,0.01
Linux-2.6.35(2010-08-01),ESD Electronics,1,0.01
Linux-2.6.35(2010-08-01),Etersoft,1,0.01
Linux-2.6.35(2010-08-01),ComX Networks,1,0.01
Linux-2.6.35(2010-08-01),Mentor Graphics,1,0.01
Linux-2.6.35(2010-08-01),REA Systems GmbH,1,0.01
Linux-2.6.35(2010-08-01),Evidence Srl,1,0.01
Linux-2.6.35(2010-08-01),Océ-Technologies B.V.,1,0.01
Linux-2.6.35(2010-08-01),Applied Micro,1,0.01
Linux-2.6.35(2010-08-01),UNICUS,1,0.01
Linux-2.6.35(2010-08-01),GNU,1,0.01
Linux-2.6.35(2010-08-01),igalia,1,0.01
Linux-2.6.35(2010-08-01),Symas,1,0.01
Linux-2.6.35(2010-08-01),IXIA,1,0.01
Linux-2.6.35(2010-08-01),Traverse Technologies,1,0.01
Linux-2.6.35(2010-08-01),SteelEye,1,0.01
Linux-2.6.35(2010-08-01),SofaWare,1,0.01
Linux-2.6.35(2010-08-01),Selenic Consulting,1,0.01
Linux-2.6.35(2010-08-01),Zilogic,1,0.01
Linux-2.6.35(2010-08-01),SDG Systems,1,0.01
Linux-2.6.35(2010-08-01),Synopsys,1,0.01
Linux-2.6.35(2010-08-01),Bull SAS,1,0.01
Linux-2.6.35(2010-08-01),Embedded Solutions,1,0.01
Linux-2.6.35(2010-08-01),NextIO,1,0.01
Linux-2.6.35(2010-08-01),Macq Electronique,1,0.01
Linux-2.6.35(2010-08-01),Wytron Technology,1,0.01
Linux-2.6.35(2010-08-01),Jumpnow,1,0.01
Linux-2.6.35(2010-08-01),Bitinfotech,1,0.01
Linux-2.6.35(2010-08-01),Tilera,1,0.01
Linux-2.6.35(2010-08-01),Areca,1,0.01
Linux-2.6.35(2010-08-01),Open Nandra,1,0.01
Linux-2.6.35(2010-08-01),Apple,1,0.01
Linux-2.6.35(2010-08-01),Netservers Ltd.,1,0.01
Linux-2.6.35(2010-08-01),PetaLogix,1,0.01
Linux-2.6.35(2010-08-01),Bluewater Systems,1,0.01
Linux-2.6.35(2010-08-01),RiverBed,1,0.01
Linux-2.6.35(2010-08-01),Hitachi,1,0.01
Linux-2.6.35(2010-08-01),6WIND,1,0.01
Linux-2.6.35(2010-08-01),Pardus Linux,1,0.01
Linux-2.6.35(2010-08-01),NXP,1,0.01
Linux-2.6.35(2010-08-01),Wave Computing,1,0.01
Linux-2.6.35(2010-08-01),EADS,1,0.01
Linux-2.6.35(2010-08-01),Los Alamos National Laboratory,1,0.01
Linux-2.6.35(2010-08-01),NVIDIA,1,0.01
Linux-2.6.34(2010-05-16),Hobbyists,1784,18.89
Linux-2.6.34(2010-05-16),Red Hat,884,9.36
Linux-2.6.34(2010-05-16),Intel,689,7.3
Linux-2.6.34(2010-05-16),Unknown,535,5.67
Linux-2.6.34(2010-05-16),Novell,410,4.34
Linux-2.6.34(2010-05-16),IBM,369,3.91
Linux-2.6.34(2010-05-16),New Dream Network,257,2.72
Linux-2.6.34(2010-05-16),Renesas Electronics,253,2.68
Linux-2.6.34(2010-05-16),Nokia,244,2.58
Linux-2.6.34(2010-05-16),Consultants,224,2.37
Linux-2.6.34(2010-05-16),Oracle,213,2.26
Linux-2.6.34(2010-05-16),Texas Instruments,189,2.0
Linux-2.6.34(2010-05-16),Pengutronix,157,1.66
Linux-2.6.34(2010-05-16),HP,134,1.42
Linux-2.6.34(2010-05-16),Analog Devices,133,1.41
Linux-2.6.34(2010-05-16),AMD,130,1.38
Linux-2.6.34(2010-05-16),Academics,125,1.32
Linux-2.6.34(2010-05-16),Fujitsu,122,1.29
